Id,Type of housing,Area,Price,Metro name,Metro distance,District,Living space,Ceiling height,Floor,Max Floor
1901,Студия,26.93,3 526 000,Проспект Просвещения,19.4,Выборгский район,14.7,2.75,12,26
1902,Студия,26.98,3 533 000,Проспект Просвещения,19.4,Выборгский район,14.75,2.75,12,22
1903,Студия,26.93,3 526 000,Проспект Просвещения,19.4,Выборгский район,14.7,2.75,10,26
1904,Студия,26.72,3 504 000,Проспект Просвещения,19.4,Выборгский район,14.37,2.75,15,22
1905,Студия,26.98,3 538 000,Проспект Просвещения,19.4,Выборгский район,14.52,2.75,15,16
1906,Студия,26.98,3 538 000,Проспект Просвещения,19.4,Выборгский район,14.52,2.75,15,16
1907,Студия,27.37,3 557 000,Проспект Просвещения,19.4,Выборгский район,14.5,2.75,5,5
1908,Студия,27.52,3 603 000,Проспект Просвещения,19.4,Выборгский район,14.82,2.75,8,26
1909,Студия,27.51,3 576 000,Проспект Просвещения,19.4,Выборгский район,14.81,2.75,5,26
1910,Студия,27.46,3 595 000,Проспект Просвещения,19.4,Выборгский район,14.53,2.75,7,16
1911,Студия,27.52,3 603 000,Проспект Просвещения,19.4,Выборгский район,14.82,2.75,7,26
1912,Студия,27.5,3 574 000,Проспект Просвещения,19.4,Выборгский район,13.17,2.75,5,22
1913,Студия,27.5,3 601 000,Проспект Просвещения,19.4,Выборгский район,13.17,2.75,6,22
1914,Студия,26.78,3 512 000,Проспект Просвещения,19.4,Выборгский район,14.0,2.75,17,22
1915,Студия,26.99,3 539 000,Проспект Просвещения,19.4,Выборгский район,13.02,2.75,13,26
1916,Студия,26.78,3 512 000,Проспект Просвещения,19.4,Выборгский район,14.0,2.75,19,26
1917,Студия,26.74,3 506 000,Проспект Просвещения,19.4,Выборгский район,14.0,2.75,20,26
1918,Студия,26.78,3 512 000,Проспект Просвещения,19.4,Выборгский район,14.0,2.75,22,26
1919,Студия,27.21,3 563 000,Проспект Просвещения,19.4,Выборгский район,13.6,2.75,10,16
1920,Студия,27.21,3 563 000,Проспект Просвещения,19.4,Выборгский район,13.6,2.75,12,16
1921,Студия,27.21,3 568 000,Проспект Просвещения,19.4,Выборгский район,13.6,2.75,13,16
1922,Студия,27.21,3 537 000,Проспект Просвещения,19.4,Выборгский район,13.6,2.75,14,16
1923,Студия,26.74,3 506 000,Проспект Просвещения,19.4,Выборгский район,14.0,2.75,22,26
1924,Студия,26.99,3 534 000,Проспект Просвещения,19.4,Выборгский район,14.7,2.75,12,26
1925,Студия,27.61,3 589 000,Проспект Просвещения,19.4,Выборгский район,14.5,2.75,3,5
1926,Студия,26.98,3 533 000,Проспект Просвещения,19.4,Выборгский район,14.75,2.75,9,22
1927,Студия,26.78,3 512 000,Проспект Просвещения,19.4,Выборгский район,14.45,2.75,21,26
1928,Студия,26.99,3 534 000,Проспект Просвещения,19.4,Выборгский район,14.85,2.75,10,22
1929,Студия,26.71,3 502 000,Проспект Просвещения,19.4,Выборгский район,14.49,2.75,25,26
1930,Студия,26.72,3 504 000,Проспект Просвещения,19.4,Выборгский район,15.2,2.75,20,22
1931,Студия,26.72,3 504 000,Проспект Просвещения,19.4,Выборгский район,14.5,2.75,24,26
1932,Студия,27.37,3 557 000,Проспект Просвещения,19.4,Выборгский район,14.5,2.75,4,5
1933,Студия,26.78,3 512 000,Проспект Просвещения,19.4,Выборгский район,14.0,2.75,20,26
1934,Студия,26.78,3 512 000,Проспект Просвещения,19.4,Выборгский район,14.0,2.75,23,26
1935,Студия,26.74,3 506 000,Проспект Просвещения,19.4,Выборгский район,14.0,2.75,23,26
1936,Студия,27.23,3 565 000,Проспект Просвещения,19.4,Выборгский район,13.6,2.75,11,16
1937,Студия,27.23,3 565 000,Проспект Просвещения,19.4,Выборгский район,13.6,2.75,12,16
1938,Студия,26.76,3 509 000,Проспект Просвещения,19.4,Выборгский район,14.0,2.75,17,22
1939,Студия,26.76,3 509 000,Проспект Просвещения,19.4,Выборгский район,14.0,2.75,18,22
1940,Студия,27.59,3 586 000,Проспект Просвещения,19.4,Выборгский район,13.17,2.75,5,22
1941,Студия,26.93,3 531 000,Проспект Просвещения,19.4,Выборгский район,13.02,2.75,13,26
1942,Студия,27.59,3 612 000,Проспект Просвещения,19.4,Выборгский район,13.17,2.75,7,22
1943,Студия,27.59,3 612 000,Проспект Просвещения,19.4,Выборгский район,13.17,2.75,6,22
1944,Студия,26.98,3 533 000,Проспект Просвещения,19.4,Выборгский район,14.75,2.75,10,22
1945,Студия,26.98,3 533 000,Проспект Просвещения,19.4,Выборгский район,14.75,2.75,11,22
1946,Студия,26.98,3 533 000,Проспект Просвещения,19.4,Выборгский район,14.7,2.75,8,26
1947,Студия,27.46,3 595 000,Проспект Просвещения,19.4,Выборгский район,14.53,2.75,6,16
1948,Студия,27.59,3 618 000,Проспект Просвещения,19.4,Выборгский район,14.53,2.75,4,16
1949,Студия,26.93,3 500 000,Проспект Просвещения,19.4,Выборгский район,14.7,2.75,14,26
1950,Студия,26.98,3 507 000,Проспект Просвещения,19.4,Выборгский район,14.75,2.75,14,22
1951,Студия,26.76,3 509 000,Проспект Просвещения,19.4,Выборгский район,15.26,2.75,20,22
1952,Студия,27.0,3 540 000,Проспект Просвещения,19.4,Выборгский район,14.72,2.75,15,26
1953,Студия,27.07,3 550 000,Проспект Просвещения,19.4,Выборгский район,14.98,2.75,16,26
1954,Студия,26.98,3 507 000,Проспект Просвещения,19.4,Выборгский район,14.75,2.75,14,22
1955,Студия,26.76,3 509 000,Проспект Просвещения,19.4,Выборгский район,15.26,2.75,20,22
1956,Студия,26.99,3 534 000,Проспект Просвещения,19.4,Выборгский район,14.7,2.75,11,26
1957,Студия,26.99,3 534 000,Проспект Просвещения,19.4,Выборгский район,14.85,2.75,9,22
1958,Студия,26.98,3 538 000,Проспект Просвещения,19.4,Выборгский район,14.75,2.75,13,22
1959,Студия,26.76,3 509 000,Проспект Просвещения,19.4,Выборгский район,15.26,2.75,21,22
1960,Студия,26.94,3 533 000,Проспект Просвещения,19.4,Выборгский район,14.71,2.75,15,26
1961,Студия,26.71,3 502 000,Проспект Просвещения,19.4,Выборгский район,14.49,2.75,24,26
1962,Студия,27.46,3 569 000,Проспект Просвещения,19.4,Выборгский район,14.53,2.75,5,16
1963,Студия,27.46,3 569 000,Проспект Просвещения,19.4,Выборгский район,14.53,2.75,5,16
1964,Студия,27.46,3 595 000,Проспект Просвещения,19.4,Выборгский район,14.53,2.75,7,16
1965,Студия,27.5,3 601 000,Проспект Просвещения,19.4,Выборгский район,14.87,2.75,7,22
1966,Студия,27.63,3 623 000,Проспект Просвещения,19.4,Выборгский район,14.87,2.75,4,22
1967,Студия,26.76,3 509 000,Проспект Просвещения,19.4,Выборгский район,14.0,2.75,16,22
